test_name,mapped_to_group,tier,group_patients,group_measurements
DIRECT LDL (TEST:EL:5290000528),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:FCDRLDL),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:MCSQ-DIRLDL),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:MCSQ-DRLDL),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:MCSQ-LDLDIR),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:MCSQ-LDLDR),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:NCDRLDL),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:NCSQE-DRLDL),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:VCSQE-DRLDL),cholesterol_in_ldl,1,2117,57556
DIRECT LDL (TEST:WCDRLDL),cholesterol_in_ldl,1,2117,57556
"DIRECT LDL, S (TEST:FC81.8910)",cholesterol_in_ldl,1,2117,57556
"DIRECT LDL,LL (TEST:MCLDLDIR)",cholesterol_in_ldl,1,2117,57556
DLDL (TEST:BC1-1160),cholesterol_in_ldl,1,2117,57556
DRVT CONFIRM RATIO (TEST:EL:5200004515),coagulation_dilute_russell_viper_venom_induced/coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,13,26
DRVT CONFIRM RATIO (TEST:FCDRVTCC),coagulation_dilute_russell_viper_venom_induced/coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,13,26
DRVT CONFIRM RATIO (TEST:MCSQ-DRVTCC),coagulation_dilute_russell_viper_venom_induced/coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,13,26
DRVT CONFIRM RATIO (TEST:NCSQE-DRVTCC),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
DRVT CONFIRM RATIO (TEST:SCDRVTCC),coagulation_dilute_russell_viper_venom_induced/coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,13,26
DRVVT (CONFIRM) BLOOD (TEST:EL:5200004513),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT (SCREEN) (TEST:EL:5200004514),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT (TEST:NCDRVVT),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT (TEST:NHDRVVT),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT 1:1 MIX BLOOD (TEST:EL:5290006804),drvvt_with_1:1_pooled_normal_plasma,1,3,5
DRVVT CONFIRM (TEST:BH1-533),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT CONFIRM (TEST:BHDRVCON),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT CONFIRM (TEST:DHSQE-DRVCON),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT CONFIRM (TEST:FHDRVCON),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT CONFIRM RATIO (TEST:FC70.1000),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
DRVVT CONFIRMATION (TEST:NCDRVVTC),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT CONFIRMATION (TEST:NHDRVVTC),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT CONFIRMATION BLOOD (TEST:EL:5290006805),coagulation_dilute_russell_viper_venom_induced/coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,13,26
DRVVT MIX RATIO (TEST:EL:5200004519),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
DRVVT MIX RATIO (TEST:FC70.0900),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
DRVVT MIX RATIO (TEST:FCDRVVTM),drvvt_with_1:1_pooled_normal_plasma_actual/normal,1,9,14
DRVVT MIX RATIO (TEST:MCSQ-DRVVTM),drvvt_with_1:1_pooled_normal_plasma_actual/normal,1,9,14
DRVVT MIX RATIO (TEST:NCSQE-DRVVTM),drvvt_with_1:1_pooled_normal_plasma_actual/normal,1,9,14
DRVVT MIX RATIO (TEST:SCDRVVTM),drvvt_with_1:1_pooled_normal_plasma_actual/normal,1,9,14
DRVVT SCREEN (TEST:BH1-532),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN (TEST:BHDRVSCR),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT SCREEN (TEST:DHSQE-DRVSCR),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN (TEST:FC50.5061),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN (TEST:FHDRVSCR),coagulation_dilute_russell_viper_venom_induced_excess_phospholipid,1,230,1300
DRVVT SCREEN (TEST:NCDRVVTS),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN (TEST:NHDRVVTS),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN BLOOD (TEST:EL:5290006803),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN RATIO (TEST:FC70.0800),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN RATIO (TEST:FCLUP4),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN RATIO (TEST:MCSQ-ALUPP5),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
DRVVT SCREEN RATIO (TEST:MCSQ-LUP4),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN RATIO (TEST:NCSQE-ALUPP5),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
DRVVT SCREEN RATIO (TEST:NCSQE-LUP4),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN RATIO (TEST:SCLUP4),coagulation_dilute_russell_viper_venom_induced,1,70,331
DRVVT SCREEN RATIO BLOOD (TEST:EL:5290007134),coagulation_dilute_russell_viper_venom_induced_actual/normal,1,40,139
EGFR (CYSTATIN C) (TEST:EL:5290000883),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:BC1-1384),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:BCEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:BCPEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:DCSQE-EGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:DCSQE-EGFR7),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:DCSQE-PEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:DHSQE-EGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:EL:52000158258),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:FC500.1750),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:FC500.1800),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:FC500.1850),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:FCEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:FCEGFR7),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:MCSQ-EGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:MCSQ-EGFR1),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:MCSQ-EGFR7),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:MCSQ-PEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:NCGFRNAA),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:NCSQE-EGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:NHSQE-EGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:SCEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:VCSQE-EGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:VCSQE-EGFR7),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:WCEGFR),glomerular_filtration_rate,1,5640,964584
EGFR (TEST:WCPEGFR),glomerular_filtration_rate,1,5640,964584
EGFR BLOOD (TEST:EL:5200004709),glomerular_filtration_rate,1,5640,964584
EGFR BLOOD (TEST:EL:5200010525),glomerular_filtration_rate,1,5640,964584
EGFR BY CYSTATIN C (TEST:DCSQE-CEGFR),glomerular_filtration_rate,1,5640,964584
EGFR BY CYSTATIN C (TEST:FCCEGFR),glomerular_filtration_rate,1,5640,964584
EGFR BY CYSTATIN C (TEST:MCSQ-CEGFR),glomerular_filtration_rate,1,5640,964584
EGFR BY CYSTATIN C (TEST:WCCEGFR),glomerular_filtration_rate,1,5640,964584
EGFR POC (TEST:BCGFRPOC),egfr_poc_test_bcgfrpoc,3,220,610
EGFR POC (TEST:EL:5200006227),egfr_poc_test_bcgfrpoc,3,220,610
EGFR-POC (TEST:BC1-1450),egfr-poc_test_bc1-1450,3,67,88
ELECTROPHORESIS (TEST:MH356),hemoglobin_pattern,1,57,373
EPI 100UM (TEST:BH1-480),platelet_aggregation_epinephrine_induced^100_umol/l,1,5,13
EPI 50UM (TEST:BH1-89),platelet_aggregation_epinephrine_induced^50_umol/l,1,10,42
EPINEPH (TEST:BH1-89),platelet_aggregation_epinephrine_induced^50_umol/l,1,10,42
EPINEPHRINE (TEST:NCEPINEP),platelet_aggregation_epinephrine_induced,1,2,2
ERYTHROCYTE SED RATE (TEST:FH20.0325),erythrocyte,1,5919,937555
ERYTHROCYTE SED RATE (TEST:FH601.0980),erythrocyte,1,5919,937555
ESR (TEST:BH1-11),erythrocyte,1,5919,937555
ESR (TEST:BHESR),erythrocyte,1,5919,937555
ESR (TEST:DCSQE-ESR),erythrocyte,1,5919,937555
ESR (TEST:EL:5200004842),erythrocyte,1,5919,937555
ESR (TEST:FHESR),erythrocyte,1,5919,937555
ESR (TEST:MCSQ-ESRSO),erythrocyte,1,5919,937555
ESR (TEST:MH'ESR),erythrocyte,1,5919,937555
ESR (TEST:MH.ESR),erythrocyte,1,5919,937555
ESR (TEST:MH136),erythrocyte,1,5919,937555
ESR (TEST:MH;ESR),erythrocyte,1,5919,937555
ESR (TEST:MHESR),erythrocyte,1,5919,937555
ESR (TEST:MHPOL430),erythrocyte,1,5919,937555
ESR (TEST:MHSQ-ESR),erythrocyte,1,5919,937555
ESR (TEST:MHSQ-ESR1),erythrocyte,1,5919,937555
ESR (TEST:MHSQ-ESR3),erythrocyte,1,5919,937555
ESR (TEST:MHSQ-ESR4),erythrocyte,1,5919,937555
ESR (TEST:MHSQ-ESR5),erythrocyte,1,5919,937555
ESR (TEST:NHSQE-ESR),erythrocyte,1,5919,937555
ESR (TEST:SHESR),erythrocyte,1,5919,937555
ESR (TEST:WHESR),erythrocyte,1,5919,937555
EST AVERAGE GLUCOSE (TEST:NCESTGLU),estimated_average_glucose,1,3494,34392
EST CREAT CLEARANCE (TEST:EL:5200004669),creatinine_renal_clearance,1,11,43
EST CREAT CLEARANCE (TEST:MCSQ-ECRCL),creatinine_renal_clearance,1,11,43
EST GLOM FILT RATE AFRICAN AMERI (TEST:WC326.2185),glomerular_filtration_rate,1,5640,964584
EST GLOM FILT RATE NON-AFRICAN A (TEST:WC326.2180),glomerular_filtration_rate,1,5640,964584
EST GLOMERULAR FILTRATION RATE (TEST:FC10.02211),glomerular_filtration_rate,1,5640,964584
EST GLOMERULAR FILTRATION RATE (TEST:FC10.3300),glomerular_filtration_rate,1,5640,964584
ESTIMATED CREATININE CLEARANCE (TEST:FC10.0221),creatinine_dialysis_fluid_clearance,1,97,663
F102 COMMENT (TEST:NCFIO2OX),service_comment_12,1,400,3795
F5 LEIDEN (TEST:NCF5LEI),f5_gene_targeted_mutation_analysis,1,34,66
F5 LEIDEN (TEST:NHF5LEI),f5_gene_targeted_mutation_analysis,1,34,66
F5DNA INTERPRETATION (TEST:BCF5DNA2),coagulation_specialist_review,1,1196,7775
F5L SCREEN (TEST:WC601.6414),activated_protein_c_resistance,1,722,2745
FAC V LEIDEN R506Q (TEST:BCF5LRES),f5_gene_p_arg506gln,1,50,96
FAC V LEIDEN R506Q (TEST:DCSQE-F5LRES),f5_gene_p_arg506gln,1,50,96
"FACTOR 10, PLASMA (TEST:WC601.6017)",coagulation_factor_x_activity_actual/normal,1,70,926
"FACTOR 12, PLASMA (TEST:WC201.2511)",coagulation_factor_xii_activity_actual/normal,1,37,112
"FACTOR 5, PLASMA (TEST:WC601.6406)",coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR II (TEST:BHFII),prothrombin_activity_actual/normal,1,36,162
FACTOR II (TEST:DHSQE-FII),prothrombin_activity_actual/normal,1,36,162
FACTOR II (TEST:EL:5200005489),prothrombin_activity_actual/normal,1,36,162
FACTOR II (TEST:MHSQ-FII),prothrombin_activity_actual/normal,1,36,162
FACTOR II (TEST:NCFIIT),prothrombin_activity_actual/normal,1,36,162
FACTOR II (TEST:NCSQE-F21),prothrombin_activity_actual/normal,1,36,162
FACTOR II ACTIVITY (TEST:EL:5200004919),prothrombin_activity_actual/normal,1,36,162
FACTOR INHIBITOR (TEST:BHFACINH),factor_inhibitor_xxx,1,3,36
FACTOR INHIBITOR (TEST:MHSQ-FACINH),factor_inhibitor_xxx,1,3,36
FACTOR IX (TEST:BHFIX),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:DHSQE-FIX),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:EL:5200005531),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:MHSQ-FIX),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:NCFIX),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:NCSQE-F91),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:NHFIX),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX (TEST:VHSQE-FIX),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR IX ACTIVITY (TEST:EL:5200004938),coagulation_factor_ix_activity_actual/normal,1,80,257
FACTOR V (TEST:BHFV),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V (TEST:DHSQE-FV),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V (TEST:EL:5200006090),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V (TEST:FHFV),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V (TEST:MHSQ-FV),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V (TEST:NCSQE-FACTV1),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V (TEST:VHSQE-FV),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V ACTIVITY (TEST:EL:5200004961),coagulation_factor_v_activity_actual/normal,1,51,204
FACTOR V LEIDEN  R506Q MUTATION BLOOD (TEST:EL:5290006096),f5_gene_p_arg506gln,1,50,96
FACTOR V LEIDEN (APCR) (TEST:FC69.5050),activated_protein_c_resistance,1,722,2745
FACTOR V LEIDEN (TEST:BCF5DNA1),f5_gene_targeted_mutation_analysis,1,34,66
FACTOR V LEIDEN (TEST:NCFVL1),f5_gene_targeted_mutation_analysis,1,34,66
FACTOR V LEIDEN (TEST:NCSQE-F5DNA1),f5_gene_p_arg506gln,1,50,96
FACTOR V LEIDEN (TEST:SC200.7500),f5_gene_p_arg506gln,1,50,96
FACTOR V LEIDEN F5 (TEST:BCFACVF5),f5_gene_p_arg506gln,1,50,96
FACTOR V LEIDEN F5 (TEST:NCSQE-FACVF5),f5_gene_p_arg506gln,1,50,96
FACTOR V MUTATION (LEIDIN) (TEST:WC601.6410),f5_gene_p_arg506gln,1,50,96
FACTOR V POINT MUTATION-LEIDEN (TEST:FC50.0228),activated_protein_c_resistance,1,722,2745
FACTOR VII (TEST:BHFVII),coagulation_factor_vii_activity_actual/normal,1,55,198
FACTOR VII (TEST:DHSQE-FVII),coagulation_factor_vii_activity_actual/normal,1,55,198
FACTOR VII (TEST:EL:5200006093),coagulation_factor_vii_activity_actual/normal,1,55,198
FACTOR VII (TEST:MHSQ-FVII),coagulation_factor_vii_activity_actual/normal,1,55,198
FACTOR VII (TEST:NCFVIIT),coagulation_factor_vii_activity_actual/normal,1,55,198
FACTOR VIII (TEST:BHFVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:DHSQE-FVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:FHFVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:MHFVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:MHSQ-FVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:NCF8T),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:NHF8T),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:NHFVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:VHSQE-FVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII (TEST:WHFVIII),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII ACTIVITY (TEST:MCSQ-F8T),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII ACTIVITY (TEST:NCSQE-F8T),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII ACTIVITY BLOOD (TEST:EL:5200004937),coagulation_factor_viii_activity_actual/normal,1,281,1296
"FACTOR VIII AG, PLASMA (TEST:WC601.6112)",coagulation_factor_viii_activity_actual/normal,1,281,1296
"FACTOR VIII AG, PLASMA (TEST:WC601.6130)",von_willebrand_factor_ag,1,65,267
FACTOR VIII ASSAY (TEST:WH201.1900),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII BLOOD (TEST:EL:5200006094),coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR VIII CHROMOGENIC ACTIVITY (TEST:EL:5230000216),coagulation_factor_viii_activity_actual/normal,1,281,1296
"FACTOR VIII, ACTIVITY (TEST:EL:5290006288)",coagulation_factor_viii_activity_actual/normal,1,281,1296
FACTOR X (TEST:BHFX),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X (TEST:DHSQE-FX),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X (TEST:EL:5200006104),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X (TEST:FHFX),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X (TEST:MHSQ-FX),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X (TEST:NCFXT),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X (TEST:NHFXT),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR X ACTIVITY (TEST:EL:5200004911),coagulation_factor_x_activity_actual/normal,1,70,926
FACTOR XA LEVEL (TEST:FC69.3000),coagulation_factor_x_activated_activity,1,3,7
FACTOR XI (TEST:BHFXI),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:DHSQE-FXI),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:EL:5200006117),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:FHFXI),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:MHSQ-FXI),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:NCFXIT),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:NCSQE-F111),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:NHFXIT),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:VHSQE-FXI),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI (TEST:WHFXI),coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XI ACTIVITY (TEST:EL:5200004912),coagulation_factor_xi_activity_actual/normal,1,95,261
"FACTOR XI ASSAY, PLASMA (TEST:WC201.2450)",coagulation_factor_xi_activity_actual/normal,1,95,261
FACTOR XII (TEST:BHFXII),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:DHSQE-FXII),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:EL:5200006118),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:FHFXII),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:MHSQ-FXII),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:NCFXIIT),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:NCSQE-F121),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII (TEST:VHSQE-FXII),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XII ACTIVITY (TEST:EL:5200004913),coagulation_factor_xii_activity_actual/normal,1,37,112
FACTOR XIII ANTIGEN (TEST:EL:5230000215),coagulation_factor_xiii_ag_actual/normal,1,10,16
FACTOR XIII SCREEN (TEST:BHFXIIIS),coagulation_factor_xiii_coagulum_dissolution_at_24h,1,15,37
FACTOR XIII SCREEN (TEST:DHSQE-FXIIIS),coagulation_factor_xiii_coagulum_dissolution_at_24h,1,15,37
FACTOR XIII SCREEN (TEST:EL:5200006119),coagulation_factor_xiii_coagulum_dissolution_at_24h,1,15,37
FACTOR XIII SCREEN (TEST:MHSQ-FXIIIS),coagulation_factor_xiii_coagulum_dissolution_at_24h,1,15,37
FACTOR XIII SCREEN (TEST:WH201.2600),coagulation_factor_xiii_coagulum_dissolution_at_24h,1,15,37
FASTING (2 HR GTT) (TEST:BC0H),glucose^post_cfst,1,184,584
FASTING (2 HR GTT) (TEST:MCSQ-0H),glucose^post_cfst,1,184,584
FASTING (3 HR GTT) (TEST:BC0HR),glucose^post_cfst,1,184,584
FASTING (3 HR GTT) (TEST:MCSQ-0HR),glucose^post_cfst,1,184,584
FASTING (TEST:BC1-1382),glucose^post_cfst,1,184,584
FASTING GLUCOSE (TEST:NCSQE-GLUF),glucose,1,5640,1901173
FASTING GLUCOSE (TEST:WCGLUF),glucose^post_cfst,1,184,584
FASTING GLUCOSE BLOOD (TEST:EL:5200006324),glucose^post_cfst,1,184,584
FDP (TEST:BCFIBDP1),fibrin+fibrinogen_fragments,1,4,19
FDP (TEST:DCSQE-FIBDP1),fibrin+fibrinogen_fragments,1,4,19
FETAL BLOOD HCT (TEST:MHSQ-FHCT),erythrocyte/specimen_volume,1,77,872
FIBRIN DEGRADATION PROD (TEST:FC20.0476),fibrin+fibrinogen_fragments,1,4,19
FIBRIN SPLIT PROD (TEST:MH152),fibrin+fibrinogen_fragments,1,4,19
FIBRIN SPLIT PRODS (TEST:MHFSP),fibrin_split_prods_test_mhsq-fsp,3,2,3
FIBRIN SPLIT PRODS (TEST:MHSQ-FSP),fibrin_split_prods_test_mhsq-fsp,3,2,3
FIBRIN SPLIT PRODUCTS (TEST:MHSQ-AFSP),fibrin+fibrinogen_fragments,1,4,19
FIBRINOG EQUIV UNITS (TEST:NCFEU),fibrin_d-dimer,1,2783,22624
FIBRINOGEN (TEST:BCFIBPL1),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:BH1-52),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:BHFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:DHSQE-FIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:EL:5210000404),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:FC20.0451),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:FHFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:MCFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:MHFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:MHSQ-FIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:MHSQ-ZZFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:NCFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:NHFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:NHSQE-FIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:WH201.0600),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:WHFIB),fibrinogen,1,2190,36224
FIBRINOGEN (TEST:WHZZFIB),fibrinogen,1,2190,36224
FIBRINOGEN BLOOD (TEST:EL:5200005456),fibrinogen,1,2190,36224
FIBRINOGEN DP (TEST:BCFIBDP),fibrin+fibrinogen_fragments,1,4,19
FIBRINOGEN EQUIV UNITS (FEU) (TEST:FCFEUM),fibrin_d-dimer,1,2783,22624
FIBRINOGEN EQUIV UNITS (FEU) (TEST:NCSQE-FEUM),fibrin_d-dimer,1,2783,22624
FIBRINOGEN EQUIVALENT UNITS (TEST:FC82.9993),fibrin_d-dimer,1,2783,22624
"FIBRINOGEN, CLAUSS (TEST:MCSQ-CLFIB)",fibrinogen,1,2190,36224
"FIBRINOGEN, CLAUSS (TEST:NCSQE-CLFIB)",fibrinogen,1,2190,36224
"FIBRINOGEN, CLAUSS BLOOD (TEST:EL:5290007137)",fibrinogen,1,2190,36224
"FIBRINOGEN, P (TEST:FC83.0015)",fibrinogen,1,2190,36224
"FIBRINOGEN, P (TEST:FCFIBM)",fibrinogen,1,2190,36224
"FIBRINOGEN, P (TEST:NCFIBC)",fibrinogen,1,2190,36224
"FIBRINOGEN, P (TEST:NCSQE-FIBM)",fibrinogen,1,2190,36224
"FIBRINOGEN, P (TEST:SCFIBM)",fibrinogen,1,2190,36224
FIO2 % (TEST:BCFIO2P),fio2,3,1724,231333
FIO2 % BLOOD (TEST:EL:5230000830),fio2,3,1724,231333
FIO2 (TEST:EL:5200005513),fio2,3,1724,231333
FIO2 (TEST:NCFIO2),fio2,3,1724,231333
FIO2 (TEST:NCFIO2BG),fio2,3,1724,231333
FIO2 (TEST:NCFIO2IS),fio2,3,1724,231333
FIO2 (TEST:SC301.0400),fio2,3,1724,231333
FIO2 BLOOD (TEST:EL:5200005518),fio2,3,1724,231333
FIO2 BLOOD (TEST:EL:5210014501),fio2,3,1724,231333
FIO2 COMMENT (TEST:NCFIO2E),fio2,3,1724,231333
FIO2/FLOW (TEST:BCFIO2),fio2,3,1724,231333
FIO2/FLOW (TEST:MC/FIO2),fio2,3,1724,231333
FIO2/FLOW (TEST:MCFIO2),fio2,3,1724,231333
FIO2/FLOW (TEST:MCSQ-FIO2),fio2,3,1724,231333
FIO2/FLOW (TEST:MCSQ-FIO2CV),fio2,3,1724,231333
FIO2/FLOW BLOOD (TEST:EL:5200005505),fio2,3,1724,231333
FIO2/FLOW BLOOD (TEST:EL:5200005514),fio2,3,1724,231333
FIO2/FLOW BLOOD (TEST:EL:5290001791),fio2,3,1724,231333
FIO2/FLOW MIXED VENOUS (TEST:MCSQ-FIO2MV),fio2,3,1724,231333
FIO2/FLOW MIXED VENOUS (TEST:NCSQE-FIO2MV),fio2,3,1724,231333
FIO2/FLOW UMBILICAL VEIN (TEST:MCSQ-FIO2UV),fio2,3,1724,231333
FIO2/FLOW-POC (TEST:MCSQ-FIO27A),fio2,3,1724,231333
FIO2CO (TEST:NCFIO2CO),fio2,3,1724,231333
FLUID INTERLEUKIN 10 (TEST:MCSQ-FILK10),interleukin_10,1,2,8
FONDAPARINUX (TEST:BH1-531),fondaparinux,1,78,645
FRACT INSPIRED O2 (TEST:FCVFIO2),fio2,3,1724,231333
FRACT INSPIRED OXY (TEST:EL:5200015207),horowitz_index,1,175,1000
FRACT INSPIRED OXY (TEST:FC90.0065),fio2,3,1724,231333
FRACT INSPIRED OXY (TEST:FC90.0200),fio2,3,1724,231333
FRACT INSPIRED OXY (TEST:FCAFIO2),fio2,3,1724,231333
